id,document,embed_text,control_family
V4.4.4,"**Security Rule:** When an existing HTTPS session transitions to a WebSocket channel, the dedicated WebSocket token must be issued or validated through that previously authenticated HTTPS session.

**Vulnerability Pattern (Description):** A WebSocket token is handed out or accepted without tying it to the user's already authenticated HTTPS session, so an unauthenticated or different client can obtain and use a channel token.

**Secure Pattern (Description):** The WebSocket token is minted on an authenticated HTTPS endpoint and bound to that session, and the WebSocket handshake validates the token against the originating authenticated session before accepting.

[[CSHARP PATTERNS]]
Vulnerable:
```
[HttpGet(""ws-token"")]
public Token WsToken() => new(Mint());
```
Secure:
```
[Authorize]
[HttpGet(""ws-token"")]
public Token WsToken() => _wsTokens.IssueFor(User.GetId(), TimeSpan.FromMinutes(1));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
GET /ws-token -> return newToken()        # no auth on the issuing route
```
Secure:
```
GET /ws-token (requires authenticated HTTPS session) ->
    token bound to session.user; handshake verifies that binding
```

[[JAVA PATTERNS]]
Vulnerable:
```
@GetMapping(""/ws-token"")
public Token wsToken() { return new Token(mint()); }
```
Secure:
```
@GetMapping(""/ws-token"")
public Token wsToken(@AuthenticationPrincipal User user) {
    return wsTokens.issueFor(user.getId(), Duration.ofMinutes(1));
}
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
app.get(""/ws-token"", (req, res) => res.json({ token: newToken() }));
```
Secure:
```
app.get(""/ws-token"", requireAuth, (req, res) => {
  const t = mintToken(); store(t, req.user.id, 60); res.json({ token: t });
});
```

[[PYTHON PATTERNS]]
Vulnerable:
```
@app.get(""/ws-token"")
def ws_token(): return {""token"": new_token()}
```
Secure:
```
@app.get(""/ws-token"")
def ws_token(user: User = Depends(current_active_user)):
    t = secrets.token_urlsafe(32); store(t, user.id, ttl=60); return {""token"": t}
```","When an existing HTTPS session transitions to a WebSocket channel, the dedicated WebSocket token must be issued or validated through that previously authenticated HTTPS session.
A WebSocket token is handed out or accepted without tying it to the user's already authenticated HTTPS session, so an unauthenticated or different client can obtain and use a channel token.
The WebSocket token is minted on an authenticated HTTPS endpoint and bound to that session, and the WebSocket handshake validates the token against the originating authenticated session before accepting.",API and Web Service
V5.1.1,"**Security Rule:** Documentation must define, for every upload feature, the permitted file types, expected extensions, and maximum size including unpacked size, and must describe how files are made safe to download and how the application behaves when a malicious file is detected.

**Vulnerability Pattern (Description):** Upload features have no documented contract for allowed types, sizes, or unpacked limits, so each implementation invents its own ad hoc rules and there is no agreed behaviour when a malicious file is found.

**Secure Pattern (Description):** A written specification enumerates per-feature allowed types, extensions, and maximum raw and unpacked sizes, and defines the detection and safe-handling behaviour that every upload path follows.","Documentation must define, for every upload feature, the permitted file types, expected extensions, and maximum size including unpacked size, and must describe how files are made safe to download and how the application behaves when a malicious file is detected.
Upload features have no documented contract for allowed types, sizes, or unpacked limits, so each implementation invents its own ad hoc rules and there is no agreed behaviour when a malicious file is found.
A written specification enumerates per-feature allowed types, extensions, and maximum raw and unpacked sizes, and defines the detection and safe-handling behaviour that every upload path follows.",File Handling
V5.2.1,"**Security Rule:** The application must only accept uploaded files of a size it can process without loss of performance, rejecting oversized uploads before they are buffered or processed to prevent denial of service.

**Vulnerability Pattern (Description):** Uploaded files are read into memory or written to disk without any size limit, so a single very large upload exhausts memory, disk, or request-processing capacity.

**Secure Pattern (Description):** A maximum upload size is enforced at the framework or server layer and the request is rejected as soon as the limit is exceeded, before the body is fully buffered.

[[CSHARP PATTERNS]]
Vulnerable:
```
var bytes = await new StreamReader(Request.Body).ReadToEndAsync();
```
Secure:
```
[RequestSizeLimit(10_485_760)]
public IActionResult Upload(IFormFile file) { /* ... */ }
```

[[GENERIC PATTERNS]]
Vulnerable:
```
data = readEntireBody(request)        # no size limit
```
Secure:
```
if contentLength(request) > MAX_UPLOAD_BYTES: reject(413)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Part part = request.getPart(""file"");  // no maxFileSize configured
```
Secure:
```
@MultipartConfig(maxFileSize = 10_485_760, maxRequestSize = 10_485_760)
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
app.use(express.raw({ limit: Infinity }));
```
Secure:
```
app.use(multer({ limits: { fileSize: 10 * 1024 * 1024 } }));
```

[[PYTHON PATTERNS]]
Vulnerable:
```
content = await file.read()           # reads any size into memory
```
Secure:
```
app.config[""MAX_CONTENT_LENGTH""] = 10 * 1024 * 1024  # Flask rejects oversize
```","The application must only accept uploaded files of a size it can process without loss of performance, rejecting oversized uploads before they are buffered or processed to prevent denial of service.
Uploaded files are read into memory or written to disk without any size limit, so a single very large upload exhausts memory, disk, or request-processing capacity.
A maximum upload size is enforced at the framework or server layer and the request is rejected as soon as the limit is exceeded, before the body is fully buffered.",File Handling
V5.2.2,"**Security Rule:** When the application accepts a file, on its own or inside an archive, it must verify that the extension matches an expected extension and that the file contents correspond to that type, for example by checking magic bytes, re-writing images, or using a validation library.

**Vulnerability Pattern (Description):** A file is trusted on the basis of its name, extension, or client-supplied content type alone, so a malicious payload renamed to a permitted extension is accepted and later executed or served.

**Secure Pattern (Description):** The extension is checked against an allowlist and the actual byte content is validated to match the declared type, by inspecting magic bytes or by parsing and re-encoding the file with a type-specific library.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (Path.GetExtension(file.FileName) == "".png"") Save(file);
```
Secure:
```
var sig = reader.ReadBytes(8);
if (sig.Take(8).SequenceEqual(PngMagic)) Save(file);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if endsWith(filename, "".png""): save(file)   # trusts the name only
```
Secure:
```
if extAllowed(filename) and sniffType(bytes) == ""image/png"": save(file)
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (filename.endsWith("".pdf"")) Files.write(dest, bytes);
```
Secure:
```
String detected = new Tika().detect(bytes);
if (""application/pdf"".equals(detected)) Files.write(dest, bytes);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (file.mimetype === ""image/png"") save(file);   // client-set value
```
Secure:
```
const { ext, mime } = await fileTypeFromBuffer(buf);
if (mime === ""image/png"" && ext === ""png"") save(buf);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if filename.endswith("".png""):
    save(upload)
```
Secure:
```
from PIL import Image
img = Image.open(upload); img.verify()      # rejects non-image bytes
```","When the application accepts a file, on its own or inside an archive, it must verify that the extension matches an expected extension and that the file contents correspond to that type, for example by checking magic bytes, re-writing images, or using a validation library.
A file is trusted on the basis of its name, extension, or client-supplied content type alone, so a malicious payload renamed to a permitted extension is accepted and later executed or served.
The extension is checked against an allowlist and the actual byte content is validated to match the declared type, by inspecting magic bytes or by parsing and re-encoding the file with a type-specific library.",File Handling
V5.2.3,"**Security Rule:** Before decompressing a compressed file such as a zip, gz, docx, or odt, the application must check it against a maximum allowed uncompressed size and a maximum number of contained files.

**Vulnerability Pattern (Description):** An archive is decompressed without checking its uncompressed size or entry count, so a small highly compressed archive expands into a decompression bomb that exhausts memory or disk.

**Secure Pattern (Description):** Each archive entry's declared uncompressed size is summed and the entry count is tallied against fixed limits before extraction, and extraction is aborted as soon as either limit is exceeded.

[[CSHARP PATTERNS]]
Vulnerable:
```
ZipFile.ExtractToDirectory(zipPath, destDir);
```
Secure:
```
var entries = archive.Entries;
if (entries.Sum(e => e.Length) > MAX || entries.Count > MAX_FILES)
    throw new InvalidOperationException(""zip bomb"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
for entry in archive: extract(entry)        # no size or count cap
```
Secure:
```
if totalUncompressed(archive) > MAX or count(archive) > MAX_FILES: reject()
```

[[JAVA PATTERNS]]
Vulnerable:
```
try (ZipInputStream z = new ZipInputStream(in)) {
    while ((e = z.getNextEntry()) != null) extract(e); }
```
Secure:
```
long total = 0; int n = 0;
for (ZipEntry e : entries) { total += e.getSize(); n++;
  if (total > MAX || n > MAX_FILES) throw new IOException(""zip bomb""); }
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
fs.createReadStream(path).pipe(unzipper.Extract({ path: dest }));
```
Secure:
```
let total = 0;
for (const e of entries) { total += e.uncompressedSize;
  if (total > MAX || entries.length > MAX_FILES) throw new Error(""bomb""); }
```

[[PYTHON PATTERNS]]
Vulnerable:
```
with zipfile.ZipFile(path) as z:
    z.extractall(dest)
```
Secure:
```
with zipfile.ZipFile(path) as z:
    total = sum(i.file_size for i in z.infolist())
    if total > MAX_BYTES or len(z.infolist()) > MAX_FILES: raise ValueError
```","Before decompressing a compressed file such as a zip, gz, docx, or odt, the application must check it against a maximum allowed uncompressed size and a maximum number of contained files.
An archive is decompressed without checking its uncompressed size or entry count, so a small highly compressed archive expands into a decompression bomb that exhausts memory or disk.
Each archive entry's declared uncompressed size is summed and the entry count is tallied against fixed limits before extraction, and extraction is aborted as soon as either limit is exceeded.",File Handling
V5.2.4,"**Security Rule:** A per-user storage quota and a maximum number of files per user must be enforced so that one user cannot fill available storage with too many files or excessively large files.

**Vulnerability Pattern (Description):** Uploads accumulate without any per-user accounting, so one account can store unlimited files and consume all shared storage, denying service to other users.

**Secure Pattern (Description):** The application tracks each user's current file count and total bytes, and rejects a new upload when accepting it would exceed the configured per-user file-count or storage-byte quota.

[[CSHARP PATTERNS]]
Vulnerable:
```
_db.Files.Add(new StoredFile(userId, bytes));
```
Secure:
```
var used = _db.Files.Where(f => f.UserId == userId).Sum(f => f.Size);
if (used + bytes.Length > QuotaBytes) throw new QuotaExceededException();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
store(userId, file)                         # no quota accounting
```
Secure:
```
if usedBytes(userId) + size(file) > QUOTA or fileCount(userId) >= MAX:
    reject(); else store(userId, file)
```

[[JAVA PATTERNS]]
Vulnerable:
```
fileRepo.save(new StoredFile(userId, bytes));
```
Secure:
```
long used = fileRepo.totalBytesForUser(userId);
if (used + bytes.length > QUOTA_BYTES) throw new QuotaExceededException();
```

[[PYTHON PATTERNS]]
Vulnerable:
```
save_file(user.id, upload)
```
Secure:
```
used = db.scalar(select(func.sum(File.size)).where(File.user_id == user.id))
if (used or 0) + upload.size > QUOTA_BYTES:
    raise QuotaExceeded
```","A per-user storage quota and a maximum number of files per user must be enforced so that one user cannot fill available storage with too many files or excessively large files.
Uploads accumulate without any per-user accounting, so one account can store unlimited files and consume all shared storage, denying service to other users.
The application tracks each user's current file count and total bytes, and rejects a new upload when accepting it would exceed the configured per-user file-count or storage-byte quota.",File Handling
V5.2.5,"**Security Rule:** The application must not allow uploaded compressed files to contain symbolic links unless specifically required, and where required it must enforce an allowlist of permitted symlink targets.

**Vulnerability Pattern (Description):** An archive is extracted without inspecting entries for symlinks, so a symlink entry can point extraction or later reads at sensitive files outside the intended directory.

**Secure Pattern (Description):** Each archive entry is inspected and symlink entries are rejected during extraction, or where symlinks are needed their targets are checked against an allowlist before the link is created.

[[CSHARP PATTERNS]]
Vulnerable:
```
ZipFile.ExtractToDirectory(zipPath, destDir);
```
Secure:
```
foreach (var e in archive.Entries)
    if ((e.ExternalAttributes >> 16 & 0xF000) == 0xA000)
        throw new InvalidOperationException(""symlink in archive"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
for entry in archive: extract(entry)        # symlink entries honoured
```
Secure:
```
for entry in archive:
    if isSymlink(entry): reject(); else extract(entry)
```

[[JAVA PATTERNS]]
Vulnerable:
```
for (ZipEntry e : entries) extract(e);
```
Secure:
```
for (ZipEntry e : entries) {
    if ((e.getUnixMode() & 0xF000) == 0xA000) throw new IOException(""symlink"");
    extract(e); }
```

[[PYTHON PATTERNS]]
Vulnerable:
```
with tarfile.open(path) as t:
    t.extractall(dest)
```
Secure:
```
with tarfile.open(path) as t:
    for m in t.getmembers():
        if m.issym() or m.islnk(): raise ValueError(""symlink in archive"")
    t.extractall(dest)
```","The application must not allow uploaded compressed files to contain symbolic links unless specifically required, and where required it must enforce an allowlist of permitted symlink targets.
An archive is extracted without inspecting entries for symlinks, so a symlink entry can point extraction or later reads at sensitive files outside the intended directory.
Each archive entry is inspected and symlink entries are rejected during extraction, or where symlinks are needed their targets are checked against an allowlist before the link is created.",File Handling
V5.2.6,"**Security Rule:** The application must reject uploaded images whose pixel dimensions exceed a configured maximum, to prevent pixel flood attacks that consume excessive memory when the image is decoded.

**Vulnerability Pattern (Description):** An uploaded image is fully decoded into a pixel buffer before its dimensions are checked, so an image declaring enormous width and height exhausts memory during decoding.

**Secure Pattern (Description):** The image header is read to obtain its width and height, the pixel count is compared against a maximum, and the image is rejected before it is fully decoded into a raster buffer.

[[CSHARP PATTERNS]]
Vulnerable:
```
using var img = Image.Load(stream);
```
Secure:
```
var info = Image.Identify(stream);
if ((long) info.Width * info.Height > MaxPixels) throw new InvalidDataException();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
img = decodeImage(bytes)                    # decodes before any check
```
Secure:
```
w, h = readImageDimensions(bytes)
if w * h > MAX_PIXELS: reject()
```

[[JAVA PATTERNS]]
Vulnerable:
```
BufferedImage img = ImageIO.read(input);
```
Secure:
```
ImageReader r = ImageIO.getImageReaders(input).next();
r.setInput(input);
if ((long) r.getWidth(0) * r.getHeight(0) > MAX_PIXELS) throw new IOException();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const img = await sharp(buf).toBuffer();
```
Secure:
```
const meta = await sharp(buf).metadata();
if (meta.width * meta.height > MAX_PIXELS) throw new Error(""pixel flood"");
```

[[PYTHON PATTERNS]]
Vulnerable:
```
img = Image.open(upload); img.load()
```
Secure:
```
Image.MAX_IMAGE_PIXELS = 25_000_000         # raises DecompressionBombError
img = Image.open(upload); img.load()
```","The application must reject uploaded images whose pixel dimensions exceed a configured maximum, to prevent pixel flood attacks that consume excessive memory when the image is decoded.
An uploaded image is fully decoded into a pixel buffer before its dimensions are checked, so an image declaring enormous width and height exhausts memory during decoding.
The image header is read to obtain its width and height, the pixel count is compared against a maximum, and the image is rejected before it is fully decoded into a raster buffer.",File Handling
V5.3.1,"**Security Rule:** Files uploaded or generated from untrusted input and stored in a publicly served folder must not be executed as server-side program code when requested directly over HTTP.

**Vulnerability Pattern (Description):** Uploaded files are stored inside a web root where the server maps extensions to handlers, so an uploaded script with an executable extension runs as server-side code when fetched.

**Secure Pattern (Description):** Uploads are stored outside the web root or in a location with script execution disabled, served only through a controller that streams bytes with a safe content type and never hands them to an interpreter.

[[CSHARP PATTERNS]]
Vulnerable:
```
file.SaveAs(Server.MapPath(""~/uploads/"" + file.FileName));
```
Secure:
```
var path = Path.Combine(""/srv/uploads"", Guid.NewGuid().ToString());
await file.CopyToAsync(File.Create(path));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
save(file, ""/var/www/html/uploads/"" + filename)   # under the web root
```
Secure:
```
save(file, ""/srv/data/uploads/"" + generatedId)     # outside the web root
```

[[JAVA PATTERNS]]
Vulnerable:
```
Files.write(Path.of(servletContext.getRealPath(""/uploads""), name), bytes);
```
Secure:
```
Files.write(Path.of(""/srv/uploads"", UUID.randomUUID().toString()), bytes);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
upload.save(os.path.join(""static/uploads"", upload.filename))
```
Secure:
```
upload.save(os.path.join(""/srv/uploads"", uuid4().hex))
# served via send_file with an explicit, non-executable mimetype
```","Files uploaded or generated from untrusted input and stored in a publicly served folder must not be executed as server-side program code when requested directly over HTTP.
Uploaded files are stored inside a web root where the server maps extensions to handlers, so an uploaded script with an executable extension runs as server-side code when fetched.
Uploads are stored outside the web root or in a location with script execution disabled, served only through a controller that streams bytes with a safe content type and never hands them to an interpreter.",File Handling
V5.3.2,"**Security Rule:** File paths for file operations must be built from internally generated or trusted data rather than user-submitted filenames, and where user filenames or metadata must be used they must be strictly validated and sanitized to prevent path traversal, LFI, RFI, and SSRF.

**Vulnerability Pattern (Description):** A user-supplied filename or path is concatenated into a file path, so traversal sequences or absolute paths let an attacker read or write files outside the intended directory or reach remote resources.

**Secure Pattern (Description):** The application generates its own identifier for storage, or strips directory components and resolves the final path, confirming it stays within the intended base directory before any file operation.

[[CSHARP PATTERNS]]
Vulnerable:
```
var path = Path.Combine(baseDir, Request.Query[""name""]);
```
Secure:
```
var full = Path.GetFullPath(Path.Combine(baseDir, name));
if (!full.StartsWith(baseDir, StringComparison.Ordinal)) throw new();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
open(baseDir + ""/"" + userFilename)          # ../ escapes baseDir
```
Secure:
```
path = resolve(baseDir, basename(userFilename))
if not path.startsWith(baseDir): reject()
```

[[JAVA PATTERNS]]
Vulnerable:
```
File f = new File(baseDir, request.getParameter(""name""));
```
Secure:
```
Path p = Path.of(baseDir).resolve(name).normalize();
if (!p.startsWith(Path.of(baseDir))) throw new SecurityException();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
fs.readFile(path.join(baseDir, req.query.name), cb);
```
Secure:
```
const full = path.resolve(baseDir, req.query.name);
if (!full.startsWith(baseDir + path.sep)) return res.sendStatus(400);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
path = os.path.join(BASE_DIR, request.args[""name""])
return open(path).read()
```
Secure:
```
path = (BASE_DIR / request.args[""name""]).resolve()
if not path.is_relative_to(BASE_DIR): abort(400)
```","File paths for file operations must be built from internally generated or trusted data rather than user-submitted filenames, and where user filenames or metadata must be used they must be strictly validated and sanitized to prevent path traversal, LFI, RFI, and SSRF.
A user-supplied filename or path is concatenated into a file path, so traversal sequences or absolute paths let an attacker read or write files outside the intended directory or reach remote resources.
The application generates its own identifier for storage, or strips directory components and resolves the final path, confirming it stays within the intended base directory before any file operation.",File Handling
V5.3.3,"**Security Rule:** Server-side file processing such as archive decompression must ignore any path information embedded in the input so that extraction cannot write files outside the target directory, preventing zip slip.

**Vulnerability Pattern (Description):** Archive entry names are joined onto the destination directory as-is during extraction, so an entry name containing traversal sequences writes a file outside the intended directory — a zip slip.

**Secure Pattern (Description):** Each entry's name is reduced to a safe basename or the resolved destination path is verified to remain inside the target directory before any byte is written during extraction.

[[CSHARP PATTERNS]]
Vulnerable:
```
entry.ExtractToFile(Path.Combine(destDir, entry.FullName));
```
Secure:
```
var target = Path.GetFullPath(Path.Combine(destDir, entry.FullName));
if (!target.StartsWith(destDir, StringComparison.Ordinal)) throw new();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
write(destDir + ""/"" + entry.name, entry.bytes)   # name may be ../../etc
```
Secure:
```
target = resolve(destDir, entry.name)
if not target.startsWith(destDir): reject(); else write(target, entry.bytes)
```

[[JAVA PATTERNS]]
Vulnerable:
```
File out = new File(destDir, entry.getName());
Files.copy(zis, out.toPath());
```
Secure:
```
Path target = Path.of(destDir).resolve(entry.getName()).normalize();
if (!target.startsWith(Path.of(destDir))) throw new IOException(""zip slip"");
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
fs.writeFileSync(path.join(dest, entry.fileName), entry.getData());
```
Secure:
```
const target = path.resolve(dest, entry.fileName);
if (!target.startsWith(dest + path.sep)) throw new Error(""zip slip"");
```

[[PYTHON PATTERNS]]
Vulnerable:
```
for info in z.infolist():
    open(os.path.join(dest, info.filename), ""wb"").write(z.read(info))
```
Secure:
```
for info in z.infolist():
    target = (Path(dest) / info.filename).resolve()
    if not target.is_relative_to(Path(dest).resolve()): raise ValueError
```","Server-side file processing such as archive decompression must ignore any path information embedded in the input so that extraction cannot write files outside the target directory, preventing zip slip.
Archive entry names are joined onto the destination directory as-is during extraction, so an entry name containing traversal sequences writes a file outside the intended directory — a zip slip.
Each entry's name is reduced to a safe basename or the resolved destination path is verified to remain inside the target directory before any byte is written during extraction.",File Handling
V5.4.1,"**Security Rule:** The application must validate or ignore user-submitted filenames, including those in JSON, JSONP, or URL parameters, and must specify a filename in the Content-Disposition response header field.

**Vulnerability Pattern (Description):** A user-supplied filename is used directly to locate the file to serve or is echoed without a Content-Disposition header, allowing path traversal or letting the browser guess an unsafe handling for the file.

**Secure Pattern (Description):** The download is keyed by a trusted internal identifier, the served filename is validated against an allowlist or sanitized, and a Content-Disposition header sets an explicit attachment filename.

[[CSHARP PATTERNS]]
Vulnerable:
```
return PhysicalFile(Path.Combine(Dir, Request.Query[""file""]), ""application/octet-stream"");
```
Secure:
```
var rec = _db.Files.Find(id);
return File(rec.Bytes, ""application/octet-stream"", rec.SafeName);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
serveFile(baseDir + ""/"" + request.param(""file""))   # no header, no check
```
Secure:
```
f = lookupById(request.param(""id""))
respond(f.bytes, header=""Content-Disposition: attachment; filename="" + f.name)
```

[[JAVA PATTERNS]]
Vulnerable:
```
response.getOutputStream().write(read(DIR + req.getParameter(""file"")));
```
Secure:
```
response.setHeader(""Content-Disposition"",
    ""attachment; filename=\"""" + rec.safeName() + ""\"""");
StreamUtils.copy(rec.open(), response.getOutputStream());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
res.sendFile(path.join(DIR, req.query.file));
```
Secure:
```
const rec = await File.findByPk(req.query.id);
res.download(rec.path, rec.name);   // sets Content-Disposition
```

[[PYTHON PATTERNS]]
Vulnerable:
```
return send_file(os.path.join(DIR, request.args[""file""]))
```
Secure:
```
rec = File.query.get_or_404(request.args[""id""])
return send_file(rec.path, as_attachment=True, download_name=rec.name)
```","The application must validate or ignore user-submitted filenames, including those in JSON, JSONP, or URL parameters, and must specify a filename in the Content-Disposition response header field.
A user-supplied filename is used directly to locate the file to serve or is echoed without a Content-Disposition header, allowing path traversal or letting the browser guess an unsafe handling for the file.
The download is keyed by a trusted internal identifier, the served filename is validated against an allowlist or sanitized, and a Content-Disposition header sets an explicit attachment filename.",File Handling
V5.4.2,"**Security Rule:** Filenames served in HTTP response header fields or email attachments must be encoded or sanitized, for example following RFC 6266, so they preserve document structure and cannot inject into the response.

**Vulnerability Pattern (Description):** An untrusted filename is placed unencoded into a Content-Disposition header or attachment name, so quotes, newlines, or non-ASCII bytes break the header structure or enable response splitting.

**Secure Pattern (Description):** The filename is sanitized of control characters and encoded per RFC 6266, using the quoted ASCII fallback together with the filename star UTF-8 form, so it always parses as a single safe header value.

[[CSHARP PATTERNS]]
Vulnerable:
```
Response.Headers[""Content-Disposition""] = ""attachment; filename="" + name;
```
Secure:
```
var cd = new ContentDispositionHeaderValue(""attachment"");
cd.SetHttpFileName(name);   // emits RFC 6266 filename and filename*
Response.Headers[""Content-Disposition""] = cd.ToString();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
header(""Content-Disposition: attachment; filename="" + userName)
```
Secure:
```
header(""Content-Disposition: attachment; filename=\""""
       + asciiFallback(userName) + ""\""; filename*=UTF-8''"" + rfc5987(userName))
```

[[JAVA PATTERNS]]
Vulnerable:
```
response.setHeader(""Content-Disposition"", ""attachment; filename="" + name);
```
Secure:
```
ContentDisposition cd = ContentDisposition.attachment()
    .filename(name, StandardCharsets.UTF_8).build();
response.setHeader(""Content-Disposition"", cd.toString());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
res.setHeader(""Content-Disposition"", `attachment; filename=${name}`);
```
Secure:
```
const safe = name.replace(/[\r\n""]/g, """");
res.setHeader(""Content-Disposition"",
    `attachment; filename=""${safe}""; filename*=UTF-8''${encodeURIComponent(name)}`);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
resp.headers[""Content-Disposition""] = f'attachment; filename={name}'
```
Secure:
```
from werkzeug.utils import secure_filename
resp.headers[""Content-Disposition""] = \
    f'attachment; filename=""{secure_filename(name)}""'
```","Filenames served in HTTP response header fields or email attachments must be encoded or sanitized, for example following RFC 6266, so they preserve document structure and cannot inject into the response.
An untrusted filename is placed unencoded into a Content-Disposition header or attachment name, so quotes, newlines, or non-ASCII bytes break the header structure or enable response splitting.
The filename is sanitized of control characters and encoded per RFC 6266, using the quoted ASCII fallback together with the filename star UTF-8 form, so it always parses as a single safe header value.",File Handling
V5.4.3,"**Security Rule:** Files obtained from untrusted sources must be scanned by antivirus or malware scanners before they are stored or served, to prevent the application from distributing known malicious content.

**Vulnerability Pattern (Description):** Untrusted uploads are stored and later served to other users without any malware scan, so the application becomes a distribution channel for known malicious files.

**Secure Pattern (Description):** Each untrusted file is submitted to an antivirus or malware scanner after upload, quarantined or rejected on a positive result, and only released for download once the scan reports it clean.

[[CSHARP PATTERNS]]
Vulnerable:
```
_storage.Save(file);
```
Secure:
```
var result = await _antivirus.ScanAsync(file.OpenReadStream());
if (!result.IsClean) throw new MalwareDetectedException();
_storage.Save(file);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
store(upload); markDownloadable(upload)     # never scanned
```
Secure:
```
if scanForMalware(upload) == ""clean"": store(upload)
else: quarantine(upload)
```

[[JAVA PATTERNS]]
Vulnerable:
```
fileService.store(bytes);
```
Secure:
```
ScanResult r = antivirus.scan(new ByteArrayInputStream(bytes));
if (!r.isClean()) throw new MalwareDetectedException();
fileService.store(bytes);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
save_file(upload)
```
Secure:
```
result = clamd.ClamdUnixSocket().instream(upload.stream)
if result[""stream""][0] != ""OK"": raise MalwareDetected
save_file(upload)
```","Files obtained from untrusted sources must be scanned by antivirus or malware scanners before they are stored or served, to prevent the application from distributing known malicious content.
Untrusted uploads are stored and later served to other users without any malware scan, so the application becomes a distribution channel for known malicious files.
Each untrusted file is submitted to an antivirus or malware scanner after upload, quarantined or rejected on a positive result, and only released for download once the scan reports it clean.",File Handling
V6.1.1,"**Security Rule:** Application documentation must define how rate limiting, anti-automation, and adaptive response defend against credential stuffing and brute force, including how they are configured and how malicious account lockout is prevented.

**Vulnerability Pattern (Description):** Anti-automation behaviour is undocumented or ad hoc, so brute-force defences are inconsistent and an attacker can lock out legitimate users by deliberately failing logins against their accounts.

**Secure Pattern (Description):** Documentation describes the rate-limiting and adaptive-response controls, their thresholds, and how they throttle attackers without letting an attacker weaponize lockout against a victim account.

[[GENERIC PATTERNS]]
Vulnerable:
```
# login throttling exists in code but is undocumented and unbounded
if failures(account) > 5: lock(account)   # attacker locks any victim
```
Secure:
```
# documented: throttle by IP+account, slow down rather than hard-lock
if failures(ip, account) > 5: delay(backoff(failures))
```","Application documentation must define how rate limiting, anti-automation, and adaptive response defend against credential stuffing and brute force, including how they are configured and how malicious account lockout is prevented.
Anti-automation behaviour is undocumented or ad hoc, so brute-force defences are inconsistent and an attacker can lock out legitimate users by deliberately failing logins against their accounts.
Documentation describes the rate-limiting and adaptive-response controls, their thresholds, and how they throttle attackers without letting an attacker weaponize lockout against a victim account.",Authentication
V6.1.2,"**Security Rule:** A list of context-specific words — organization, product, and system names, project codenames, department and role names, and their permutations — must be documented so they can be blocked from passwords.

**Vulnerability Pattern (Description):** No documented list of context-specific words exists, so users can pick passwords trivially guessable for this organization, such as the company or product name with a year appended.

**Secure Pattern (Description):** A maintained denylist of context-specific words and their permutations is documented and referenced by the password policy so these terms are rejected at registration and password change.

[[GENERIC PATTERNS]]
Vulnerable:
```
# no context word list; ""AcmeCorp2026"" passes the policy
accept_password(pw)
```
Secure:
```
CONTEXT_WORDS = load(""context_words.txt"")   # documented, maintained
if contains_context_word(pw, CONTEXT_WORDS): reject(pw)
```","A list of context-specific words — organization, product, and system names, project codenames, department and role names, and their permutations — must be documented so they can be blocked from passwords.
No documented list of context-specific words exists, so users can pick passwords trivially guessable for this organization, such as the company or product name with a year appended.
A maintained denylist of context-specific words and their permutations is documented and referenced by the password policy so these terms are rejected at registration and password change.",Authentication
